CONTENT|SENTIMENT|RATING|DOMAIN|FONT|CREATE_AT
"Gostei
Muito
Do
Produto"|positive|4|cama mesa banho|olist-order|2017-12-16 00:00:00.000000000
Não tive problemas em comprar nesse site|positive|4|construcao ferramentas jardim|olist-order|2018-06-22 00:00:00.000000000
Recebi o sabor errado, comprei morango e veio chocolate|positive|4|esporte lazer|olist-order|2018-04-07 00:00:00.000000000
Pedido entregue rápido antes do prazo.|positive|5|beleza saude|olist-order|2017-03-03 00:00:00.000000000
Veio muito diferente do que imaginei|negative|1|moveis decoracao|olist-order|2017-08-22 00:00:00.000000000
Produto excelente, gostei muito, não só eu como toda familia gostou. Pipoca sequinha sem gordura.|positive|5|cool stuff|olist-order|2017-05-13 00:00:00.000000000
Ainda não usei mas é lindo|positive|4|cama mesa banho|olist-order|2018-01-30 00:00:00.000000000
Apesar da demora de entrega para minha região, é muito seguro comprar neste site.|positive|4|beleza saude|olist-order|2017-09-07 00:00:00.000000000
Entrega muito demorada! Serviço pode ser melhorado! |negative|1|cama mesa banho|olist-order|2017-11-22 00:00:00.000000000
O relógio está com defeito onde efetuo a troca do mesmo ou seu reparo.|negative|1|relogios presentes|olist-order|2018-07-28 00:00:00.000000000
muito bom fazer compras no stark|positive|5|perfumaria|olist-order|2017-05-30 00:00:00.000000000
Comprei um kit base + bebê conforto e recebi apenas a base.|negative|1|cool stuff|olist-order|2017-07-29 00:00:00.000000000
muito bom de comprar na americana apesar de ter um site pirata com o mesmo nome fica o alerta |positive|5|informatica acessorios|olist-order|2018-04-05 00:00:00.000000000
wol|positive|5|alimentos|olist-order|2018-08-30 00:00:00.000000000
Jarra pequena. Com apenas 400ml|neutral|3|eletroportateis|olist-order|2018-06-21 00:00:00.000000000
Produto chegou bem antes do prazo.|positive|5|informatica acessorios|olist-order|2017-12-30 00:00:00.000000000
"O produto não correspondeu ao desjado.
"|negative|1|papelaria|olist-order|2018-06-07 00:00:00.000000000
Produto entregue antes da data prevista , recomendo a todos. |positive|5|relogios presentes|olist-order|2018-07-03 00:00:00.000000000
Comprei três produtos e recebi apenas um .|negative|2|brinquedos|olist-order|2018-01-25 00:00:00.000000000
lannister é nota 10 sempre.|positive|5|eletronicos|olist-order|2018-03-02 00:00:00.000000000
Recebi o perfume violado, aberto, caixa toda amassada embalagem de fora rasgada e amassada, o plástico bolha estava todo furado e muito amassado, a caixa estava toda molhada de perfume e tenho fotos.|negative|1|perfumaria|olist-order|2017-12-24 00:00:00.000000000
Faltou um dos itens|negative|1|alimentos|olist-order|2018-08-14 00:00:00.000000000
"comprei 3, recebi 2 com nota fisal de 3 e ainda estou no aguardo do 3º.
"|negative|1|relogios presentes|olist-order|2018-03-28 00:00:00.000000000
"Pelo rastreio do produto chego a conclusão de que o problema está junto aos correios, pois eu consigo ver a saida do produto só que o segundo prazo de entrega que era 10/04 também não foi 
 cumprido."|neutral|3|cama mesa banho|olist-order|2018-04-12 00:00:00.000000000
Na verdade não sei se indicaria está loja , pois o pedido da pomada Santa chegou sem problemas , mas o outro produto foi pago sendo que não tinha o produto|positive|5|utilidades domesticas|olist-order|2018-07-21 00:00:00.000000000
produto entregue no prazo |positive|5|brinquedos|olist-order|2017-10-15 01:00:00.000000000
Pedi duas cadeiras, e veio somente uma e ainda por cima faltando peça, quero devolver.|negative|1|moveis decoracao|olist-order|2017-12-22 00:00:00.000000000
"Muito bom!!
"|positive|5|cama mesa banho|olist-order|2018-05-15 00:00:00.000000000
Cartucho veio com defeito. |negative|1|cool stuff|olist-order|2017-11-10 00:00:00.000000000
Recebi antes do prazo e tudo certo. |positive|5|beleza saude|olist-order|2018-08-11 00:00:00.000000000
Nossa produto veio corretamente, recomendo muito esta loja|positive|5|telefonia|olist-order|2017-10-21 00:00:00.000000000
"Loja séria com seus compromissos, entrega rápida.
Excelente loja para se comprar."|positive|5|moveis decoracao|olist-order|2017-05-10 00:00:00.000000000
Não recebemos o produto |negative|1|moveis decoracao|olist-order|2017-12-10 00:00:00.000000000
Correu tudo bem |positive|5|relogios presentes|olist-order|2018-08-17 00:00:00.000000000
chegou antes do prazo fiquei satisfeito recomendo o produto|positive|4|cama mesa banho|olist-order|2017-07-18 00:00:00.000000000
Quero uma resposta sobre minha encomenda....|negative|1|brinquedos|olist-order|2017-11-03 00:00:00.000000000
otimo vendedor chegou ate antes do prazo , adorei o produto|positive|5|beleza saude|olist-order|2017-05-13 00:00:00.000000000
BOA TARDE! ACABEI RECEBENDO UM PRODUTO CUJA A COMPRA JÁ HAVIA SIDO CANCELADA. AGORA SOLICITO INSTRUÇÕES PARA DEVOLVE-LO. JÁ ENVIEI TRÊS E-MAILS PARA O ATENDIMENTO AO CLIENTE E ATÉ AGORA SEM RETORNO. |negative|1|esporte lazer|olist-order|2018-02-21 00:00:00.000000000
muito bom o produto super recomendo o vendedor|positive|4|beleza saude|olist-order|2017-05-11 00:00:00.000000000
O produto chegou antes do prazo, de muito boa qualidade, de fácil colocação, O filtro não possui gosto forte. A torneira possui dois modos de jatos, chuveiro e continuo, além de ser articulada. Ótima!|positive|5|casa construcao|olist-order|2018-06-07 00:00:00.000000000
Revestida por dentro também! Toda acolchoada!!!|positive|5|fashion calcados|olist-order|2017-04-18 00:00:00.000000000
Produto muito bom e chegou dentro do prazo!|positive|5|esporte lazer|olist-order|2017-03-28 00:00:00.000000000
Maravilhoso,minha filha adorou!|positive|5|perfumaria|olist-order|2018-02-08 00:00:00.000000000
Produto veio com lacre violado|negative|2|esporte lazer|olist-order|2017-08-24 00:00:00.000000000
O produto chegou com defeito,não esta ligando|negative|1|informatica acessorios|olist-order|2017-07-18 00:00:00.000000000
Boa noie o produto foi entregue na cor errada , eu pedi na cor preto e veio branco . Lamentavel .|negative|1|papelaria|olist-order|2018-03-07 00:00:00.000000000
"Muito rápida a entrega.
O produto veio exatamente conforme esperado."|positive|5|esporte lazer|olist-order|2018-01-18 00:00:00.000000000
Abri um e-mail de reclamação, prazo de 48 horas. Liguei para o sac lannister e informaram que havia um chamado e desligaram sem me ouvir e recebo um e-mail perguntando se recebi o produto? Deboche!|negative|1|relogios presentes|olist-order|2017-12-19 00:00:00.000000000
O produto chegou no prazo combinado. Recomendo a loja|positive|5|beleza saude|olist-order|2017-08-19 00:00:00.000000000
O produto não é original, liguei para a EPSON e pelas características foi comprovado que não é verdadeiro, falsificação para enganar o consumidor.|negative|1|informatica acessorios|olist-order|2018-02-25 00:00:00.000000000
"ultimamente estou com problema em compra no saite lannister.
agora esse carregador também não funciona correto espero ser atendido logo pois preciso do aparelho urgente ."|negative|1|automotivo|olist-order|2017-03-24 00:00:00.000000000
Produto muito bom, com acabamento perfeito e muito confortável. Vendedor muito bom, com entrega feita no prazo e com o produto conforme pedido.|positive|5|fashion calcados|olist-order|2017-07-06 00:00:00.000000000
Produto chegou antes do prazo previsto, bem embalado, relógio muito bonito.|positive|5|relogios presentes|olist-order|2018-05-23 00:00:00.000000000
não recomendo porque até o momento não recebi meu produto,nem tive nenhuma informação da empresa responsavél|negative|1|ferramentas jardim|olist-order|2017-07-22 00:00:00.000000000
Tudo certinho!|positive|5|fashion bolsas e acessorios|olist-order|2018-04-11 00:00:00.000000000
Fiz o cancelamento porque tiver plobema na entrega,mais ainda não devolveram o meu dinheiro.|negative|1|perfumaria|olist-order|2017-12-28 00:00:00.000000000
tudo ok. produto original, lacrado, com nota fiscal|positive|5|informatica acessorios|olist-order|2018-05-02 00:00:00.000000000
Muito bom, Recebi antes do prazo estipulado|positive|5|cama mesa banho|olist-order|2017-10-26 00:00:00.000000000
Está perdido nos Correios. |negative|1|utilidades domesticas|olist-order|2018-05-30 00:00:00.000000000
Chegou no prazo, relógio lindo!|positive|5|relogios presentes|olist-order|2017-08-16 00:00:00.000000000
Não recomendo, pessoal irresponsável, eles se quer te informa o que p aconteceu, até agora n recebi meu Notbook|negative|1|pcs|olist-order|2017-10-18 00:00:00.000000000
entrega dentro do contratado|positive|5|relogios presentes|olist-order|2018-08-22 00:00:00.000000000
Produto lindo cm na foto recomendo... Chegou bem antes do prazo|positive|5|utilidades domesticas|olist-order|2017-09-19 00:00:00.000000000
Produto entregue antecipadamente.|positive|4|perfumaria|olist-order|2017-12-08 00:00:00.000000000
Meu produto chegou correto..|positive|5|livros importados|olist-order|2017-06-28 00:00:00.000000000
Muito bom. |positive|5|utilidades domesticas|olist-order|2018-04-26 00:00:00.000000000
Produto esta de acordo com o que foi divulgado.|positive|5|esporte lazer|olist-order|2018-01-12 00:00:00.000000000
Por ora, ñ recomendo a empresa targaryen pois ñ foi entregue a mercadoria!!!!Prazo dia 02/06/17 sempre teve alguém em casa esperando pela entrega. |negative|1|cama mesa banho|olist-order|2017-06-04 00:00:00.000000000
Recebi o produto que pedi. Testei e funciona direito.|positive|5|audio|olist-order|2017-12-30 00:00:00.000000000
Boa forma de comprar|positive|4|moveis decoracao|olist-order|2018-05-08 00:00:00.000000000
Melhor loja...melhor transportadora...melhor produto|positive|5|telefonia|olist-order|2018-04-10 00:00:00.000000000
"SRS

O Anuncio de uma capa de Couro,para o celular , NAO confere para o modelo anunciado

 Ao se colocar o Celular , na CAPA , os BOTOES , o Microfone , ficam Bloquados ......e sem Acess"|negative|2|telefonia|olist-order|2018-04-04 00:00:00.000000000
Comprei Rosa com Braços Brancos e entregam toda Preta ?|negative|1|moveis escritorio|olist-order|2018-02-24 00:00:00.000000000
recomendo a todos..|positive|5|esporte lazer|olist-order|2018-05-17 00:00:00.000000000
Tô aguardando pra poder avaliar melhor|neutral|3|esporte lazer|olist-order|2018-04-19 00:00:00.000000000
O produto chegou muito sujo e com pequenas avarias que quase comprometeram a montagem.|positive|4|utilidades domesticas|olist-order|2018-01-04 00:00:00.000000000
"Meu produto veio todo quebrado, não tive uma resposta até o momento.. 
Aguardo uma resposta
Att.
Arquimedes"|neutral|3|eletroportateis|olist-order|2018-01-19 00:00:00.000000000
Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto |negative|1|esporte lazer|olist-order|2018-08-03 00:00:00.000000000
Tudo perfeito... Adorei|positive|5|cama mesa banho|olist-order|2017-10-07 00:00:00.000000000
confirmado entregue dentro do prazo.obrigada|positive|5|utilidades domesticas|olist-order|2017-12-19 00:00:00.000000000
Até o presente momento o produto não foi entregue|negative|1|utilidades domesticas|olist-order|2018-05-04 00:00:00.000000000
Produto extremamente barato e ótimo para quebrar o galho, para não ter perigos de estragos no celular. Porém, somente para isso, pois a qualidade do produto é baixa, e a película veio estragada.|neutral|3|telefonia|olist-order|2017-06-02 00:00:00.000000000
"Super recomendo a loja chegou além do prazo previsto muito bom 
"|positive|5|beleza saude|olist-order|2018-02-08 00:00:00.000000000
Superou as minhas expectativas, muito bom!|positive|5|perfumaria|olist-order|2017-09-14 00:00:00.000000000
Apesar do prazo imenso a empresa cumpriu antes da data prevista e o produto chegou com tudo que lhe era devido.|positive|4|esporte lazer|olist-order|2017-03-28 00:00:00.000000000
Como eu disse, o produto não foi entregue no prazo! Foi entregue um mês antes pra minha surpresa e conforto pois minha bb nascerá daqui 15 dias! Comprarei sempre, Obrigada e parabéns! |positive|5|cool stuff|olist-order|2018-01-06 00:00:00.000000000
Único problema que ainda não recebi meu produto.|negative|1|audio|olist-order|2018-04-08 00:00:00.000000000
"Chegou tudo conforme esperado. O que mais surpreendeu foi a velocidade na entrega.
Muito obrigado."|positive|5|telefonia|olist-order|2018-07-25 00:00:00.000000000
"Achei muito fraquinho.
"|neutral|3|utilidades domesticas|olist-order|2018-08-31 00:00:00.000000000
Não chegou disse q tava com problema e até agora nada...preciso saber vai chegar ou não... preciso saber..|negative|1|esporte lazer|olist-order|2018-03-22 00:00:00.000000000
NOTA FISCAL E MERCADORIA NÃO CORRESPONDE AO PRODUTO DO PEDIDO|negative|2|esporte lazer|olist-order|2018-03-09 00:00:00.000000000
Recebido conforme espectativa|positive|5|eletrodomesticos|olist-order|2018-01-26 00:00:00.000000000
Os produtos chegaram certinho no prazo estou muito satisfeita muito obrigado vcs estão de parabéns|positive|5|bebes|olist-order|2018-01-13 00:00:00.000000000
O produto veio com uns pequenos defeitos nada demais, porém me incomodou um pouco.|neutral|3|telefonia|olist-order|2018-04-11 00:00:00.000000000
Até o presente momento o produto ainda não foi entregue|negative|1|esporte lazer|olist-order|2018-03-14 00:00:00.000000000
Ótimo produto e recomendo |positive|5|cama mesa banho|olist-order|2018-08-14 00:00:00.000000000
veio faltando o carregador portatil|positive|5|cool stuff|olist-order|2018-03-28 00:00:00.000000000
"Gostaria de saber guando vou receber o meu pedido. Não consigo falar com a stark. Espero uma resposta mais breve possível.
Um abraço"|negative|1|utilidades domesticas|olist-order|2018-03-16 00:00:00.000000000
"Conforme esperava. Chegou antes do prazo
"|positive|5|cool stuff|olist-order|2017-04-21 00:00:00.000000000
Péssimo compromisso com o cliente, meu produto foi roubado na entrega e me disseram que entregariam um novo produto, mas depois me negaram o mesmo.|negative|1|informatica acessorios|olist-order|2017-11-15 00:00:00.000000000
Relógio falso, me admiro com uma loja grande como as lannister permitir terceiros a vender produtos falsos|negative|1|relogios presentes|olist-order|2018-07-26 00:00:00.000000000
Eu comprei três unidades de um produto e a empresa, apesar de ter expedido nota dos três, enviou somente uma unidade|negative|1|cama mesa banho|olist-order|2018-05-05 00:00:00.000000000
RECEBI OS PRODUTOS, POREM NÃO VEIO COMO PEDI. PEDI LENÇOL DE ALGODAO, 170 FIOS, E CHEGOU 100% POLYESTER|negative|1|cama mesa banho|olist-order|2018-06-24 00:00:00.000000000
Os nichos vieram com um péssimo acabamento.|neutral|3|moveis decoracao|olist-order|2017-11-15 00:00:00.000000000
fis uma execenti conpra muito bem atendido valeu |positive|5|esporte lazer|olist-order|2018-07-01 00:00:00.000000000
De 4 toners comprados somente um foi entregue.|negative|2|informatica acessorios|olist-order|2017-11-22 00:00:00.000000000
Até o momento nada que desabone vamos ver quando for montar a cadeira,em relação a entrega deixou a desejar em relação ao prazo.|neutral|3|moveis escritorio|olist-order|2017-10-05 00:00:00.000000000
"O serviço prestado e de grande confiança, porém ainda aguardo a resposta para solucionar o problema que o produto apresentou .
Espero que a mesma mostre eficiência na solução do problema. "|positive|5|brinquedos|olist-order|2017-08-24 00:00:00.000000000
PRODUTO FOI ENTREGUE COM DEFEITO, FIZEMOS RECLAMAÇÃO 5 MINUTOS APOS RECEBERMOS, RECLAMAMOS NO lannister.COM E NO PARECEIRO - WORD TONEER DA lannister. 72 HORAS APOS, NENHUMA SOLUÇÃO |negative|1|informatica acessorios|olist-order|2018-02-03 00:00:00.000000000
Comprei 2 unidades e chegou somente 1.|negative|1|moveis decoracao|olist-order|2018-01-24 00:00:00.000000000
Recebi antes do prazo, muito bom.|positive|5|beleza saude|olist-order|2018-04-22 00:00:00.000000000
Produto de qualidade, adequado ao uso. Foi postado rapidamente. Recomendo o produto e a loja.|positive|5|cama mesa banho|olist-order|2018-04-20 00:00:00.000000000
dentro do prazo, produto ok.|positive|5|papelaria|olist-order|2018-01-18 00:00:00.000000000
só recebi a navalha tá faltando a máquina de cortar cabelo e o kit tesoura |positive|5|beleza saude|olist-order|2017-11-02 00:00:00.000000000
chegou direitinho, antes do prazo final, recomendo|positive|5|esporte lazer|olist-order|2018-03-17 00:00:00.000000000
"comprei um produto para ser entregue por essa loja
e ainda não recebi
pois assim já se passou a data de entrega"|negative|2|malas acessorios|olist-order|2017-10-25 00:00:00.000000000
Não entregou o produto, confiou aos correios e não fez nenhum contato para saber da situação...|negative|1|perfumaria|olist-order|2018-03-16 00:00:00.000000000
O tempo de entrega poderia ser mais curto.|neutral|3|pet shop|olist-order|2017-02-14 00:00:00.000000000
Produto entregue bem antes do praso.|positive|5|artes|olist-order|2018-07-24 00:00:00.000000000
"Não cumprem os ´prazos e ignoram a expectativa do cliente.
Falta profissionalismo.
Impossível recomendar....."|negative|1|beleza saude|olist-order|2018-08-09 00:00:00.000000000
Provavelmente que tenha sido falha dos correios, mas paguei pelo produto e não recebi. |neutral|3|relogios presentes|olist-order|2018-03-22 00:00:00.000000000
produto de otima qualidade|positive|5|beleza saude|olist-order|2018-01-24 00:00:00.000000000
Produto um tanto pequeno,potes sem boa vedação na tampa.|neutral|3|utilidades domesticas|olist-order|2018-03-25 00:00:00.000000000
O produto chegou no prazo, porém a caixa amassou na entrega e quebrou um pedaço atrás. Não afetou o uso e como foi atrás não reclamei, mas vale alertar a empresa de entrega.|positive|4|eletroportateis|olist-order|2018-03-01 00:00:00.000000000
"Pessimo muita demora na entrega
"|negative|1|cama mesa banho|olist-order|2018-02-21 00:00:00.000000000
Adorei os produtos somente achei muito ruim ter de pagar 2 fretes para o mesmo produto do mesmo vendedor |positive|5|cama mesa banho|olist-order|2018-07-21 00:00:00.000000000
 A balança digital é bonita,porém não calcula com precisão o peso corporal!|neutral|3|cool stuff|olist-order|2018-01-28 00:00:00.000000000
Muito bonito. Vale a pena.|positive|5|ferramentas jardim|olist-order|2017-09-21 00:00:00.000000000
não me entregou no prazo cancelei a compra.|negative|1|beleza saude|olist-order|2018-02-03 00:00:00.000000000
Ok |positive|5|ferramentas jardim|olist-order|2018-07-13 00:00:00.000000000
Produto não chegou dentro do prazo, portanto, não recomendo a loja.|negative|1|moveis decoracao|olist-order|2017-12-20 00:00:00.000000000
o produto não veio como esperávamos, não deu certo pro carro.|negative|1|automotivo|olist-order|2018-08-02 00:00:00.000000000
muito bom entrega antes do prazo, recomendo|positive|5|beleza saude|olist-order|2017-03-25 00:00:00.000000000
O perfume veio bem acondicionado em papel bolha, sem a menor chance de ser danificado. Excelente serviço prestado. Recomendo!|positive|5|perfumaria|olist-order|2017-03-14 00:00:00.000000000
Pessima loja. Vendem recebem e não entregam. |negative|1|beleza saude|olist-order|2018-07-26 00:00:00.000000000
Todos produtos chegaram muito antes do combinado, super índico.|positive|5|moveis escritorio|olist-order|2017-03-02 00:00:00.000000000
produto dentro do esperado...|positive|5|utilidades domesticas|olist-order|2017-12-31 00:00:00.000000000
Ótimo produto melhor do que eu esperava |positive|5|informatica acessorios|olist-order|2017-07-28 00:00:00.000000000
Recebi o MP3 sem o fone de ouvido.|negative|2|audio|olist-order|2018-07-25 00:00:00.000000000
Otima compra e a entrega super rapida...|positive|5|malas acessorios|olist-order|2018-02-07 00:00:00.000000000
Este Bule apresenta um material simples Mas dá para usar e fazer um café gostoso... |positive|5|utilidades domesticas|olist-order|2018-03-29 00:00:00.000000000
Produto excelente. Rápido, boa memória, excelente processamento e uma perfeita relação de custo benefício. Além de muito bonito e design moderno, fino, chegou após quatro dias. Muito bom.|positive|5|pcs|olist-order|2017-09-11 00:00:00.000000000
Não vou avaliar a loja, pq não sei o motivo de não ter recebido. |negative|1|moveis decoracao|olist-order|2017-09-28 00:00:00.000000000
cumpriram com o prometido|positive|5|automotivo|olist-order|2018-05-11 00:00:00.000000000
Produto sem previsao de entrega.|negative|1|moveis decoracao|olist-order|2017-04-20 00:00:00.000000000
Fui enganado por essa loja pois so me enviaram metade do kit que eu comprei São golpistas!!!|negative|1|automotivo|olist-order|2018-02-06 00:00:00.000000000
A caixa do produto veio o pouco amassada mais o produto intacto |positive|5|telefonia|olist-order|2018-04-20 00:00:00.000000000
Recomendo o stark e parceiros|positive|5|beleza saude|olist-order|2017-04-18 00:00:00.000000000
Não instalei ainda|neutral|3|construcao ferramentas construcao|olist-order|2018-07-12 00:00:00.000000000
Nossa muito bom recebi antes do prazo de entrega adorei bem bonitas as bolsas recomendo |positive|5|cool stuff|olist-order|2017-11-27 00:00:00.000000000
Usei o secador uma vez só , na segunda o fio da tomada pegou fogo.|negative|1|beleza saude|olist-order|2016-11-30 00:00:00.000000000
Até agora não recebi o produto e não fui informada sobre a chegada dele.|negative|1|automotivo|olist-order|2018-01-05 00:00:00.000000000
para fazer um novo pedido estou aguardando, o ressarcimento do valor do produto não recebido.|neutral|3|ferramentas jardim|olist-order|2018-05-24 00:00:00.000000000
Bom produto, só não coube o notebook de 15,6'. Vou ter que devolver.|negative|2|malas acessorios|olist-order|2017-05-18 00:00:00.000000000
Tudo certinho ! Entregue no prazo ! Amei |positive|5|relogios presentes|olist-order|2017-11-23 00:00:00.000000000
Produto chegou dentro do prazo e em excelentes condições.|positive|5|informatica acessorios|olist-order|2017-09-27 00:00:00.000000000
Entrega rápida e produto em boas condições.|positive|5|esporte lazer|olist-order|2017-05-19 00:00:00.000000000
veio com manchas de gracha como se tivesse sido recondicionado e não veio com a trava de segurança.Embalado em folhas de jornal numa caixa,não é 100%. lannister.com fiscalizar mais. Espero um contato|negative|1|automotivo|olist-order|2018-02-28 00:00:00.000000000
Entrega super rápida! Produto de acordo com as características descritas no site! Excelente!|positive|5|telefonia|olist-order|2017-08-16 00:00:00.000000000
muito rápido e de excelente qualidade|positive|5|construcao ferramentas construcao|olist-order|2017-09-13 00:00:00.000000000
Pedi um OBD2 v1.5 bluetooth e veio wifi|negative|1|automotivo|olist-order|2018-03-24 00:00:00.000000000
Comprei e compro sempre no site lannister targaryeno|positive|4|relogios presentes|olist-order|2018-05-12 00:00:00.000000000
Custo x benefício, vale a pena.|neutral|3|beleza saude|olist-order|2018-04-06 00:00:00.000000000
tudo bem ele chegou ate antes do prazo|positive|5|eletrodomesticos|olist-order|2018-06-06 00:00:00.000000000
Paguei o frete mais o produto não chegou em minha casa, tive q ir buscar nos correios.|neutral|3|ferramentas jardim|olist-order|2017-06-28 00:00:00.000000000
Fiz a compra o produto chegou antes do prazo e tudo em ordem |positive|5|perfumaria|olist-order|2018-05-24 00:00:00.000000000
Ótimo produto, chegou antes do prazo|positive|5|esporte lazer|olist-order|2017-12-13 00:00:00.000000000
Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20 |negative|2|fashion bolsas e acessorios|olist-order|2018-05-23 00:00:00.000000000
meu produto não veio, voltou para São Paulo/SP, e pedir devolução do meu dinheiro|negative|1|relogios presentes|olist-order|2018-02-28 00:00:00.000000000
Meu produto ainda não chegou|negative|1|relogios presentes|olist-order|2018-07-06 00:00:00.000000000
não recomendo esta loja pois a mesma não cumpriu com o seu prazo.|negative|1|bebes|olist-order|2017-12-28 00:00:00.000000000
Bom produto correspondeu às expectativas|positive|4|eletrodomesticos|olist-order|2017-12-21 00:00:00.000000000
compra feita 04/08 para ser entregue em 5 dias uteis apos pagamento que foi aprovado no momento da compra. em 16/08 ainda nao recebi.|negative|1|automotivo|olist-order|2018-08-15 00:00:00.000000000
"preciso do produto quero um retorno ou vou cancelar a compra..
muita demora"|negative|1|bebes|olist-order|2017-12-06 00:00:00.000000000
nao responem email, ate hoje nao recebi o produto e nao dao satisfacao quero meu dinheiro de volta|negative|1|beleza saude|olist-order|2017-12-21 00:00:00.000000000
"Recebi a mercadoria com prazo 14 dias de antecipação,muito bem embalada. Amei e fiquei muito feliz.
Obrigada.!!"|positive|5|cool stuff|olist-order|2018-02-21 00:00:00.000000000
Produto de excelente qualidade superou minhas espectativas.|positive|5|beleza saude|olist-order|2017-12-10 00:00:00.000000000
Muito satisfeita, produto de ótima quelidade, entrega rápida. Recomendo.|positive|5|utilidades domesticas|olist-order|2018-05-05 00:00:00.000000000
"Entregou no prazo, chegou bem embalada. Pensei que viesse em uma única caixa e não em duas, achei o frete caro, mas fora isso, tudo bem.
"|positive|4|flores|olist-order|2017-11-27 00:00:00.000000000
Excelente! Super indico!|positive|5|esporte lazer|olist-order|2018-08-30 00:00:00.000000000
Produto entregue antes do prazo!|positive|5|ferramentas jardim|olist-order|2018-03-15 00:00:00.000000000
O site é de confiança, assim como, a pontualidade na entrega do produto.|positive|5|beleza saude|olist-order|2018-05-23 00:00:00.000000000
Comprei para iniciar um curso, levei para a professora avaliar, pois a tesoura estava dura, ao abrir e fechar, resumindo ela está com defeito o defeito esta nas duas tesouras que veio no kit, dinheiro|negative|1|beleza saude|olist-order|2017-02-24 00:00:00.000000000
A encomenda foi entregue tão rápido que nem acreditei!! Excelente!!!|positive|5|artigos de festas|olist-order|2017-10-20 00:00:00.000000000
A capa veio danificada. Colada. Já abri reclamação e aguardo o reembolso do meu dinheiro.|negative|1|automotivo|olist-order|2018-05-08 00:00:00.000000000
O produto vendido pela targaryen chegou em uma caixa de papelão, embrulhado com papel de jornal. Produto sujo que necessitou de limpeza. Um absurdo. É triste ver as lannister com parcerias tão ruins.|negative|2|informatica acessorios|olist-order|2018-05-11 00:00:00.000000000
Compraria mais vezes contas for necessário|positive|4|eletrodomesticos|olist-order|2018-04-21 00:00:00.000000000
Obrigada por dar tudo certo|positive|5|bebidas|olist-order|2018-07-25 00:00:00.000000000
entrega super rápida, produto conforme anunciado.|positive|5|malas acessorios|olist-order|2017-12-09 00:00:00.000000000
Ainda não recebi minha encomenda|negative|1|ferramentas jardim|olist-order|2018-03-10 00:00:00.000000000
Muito bom, chegou no prazo e em perfeitas condições.|positive|5|brinquedos|olist-order|2018-06-28 00:00:00.000000000
Produto entregue antes do prazo e veio o que anunciaram.|positive|4|moveis decoracao|olist-order|2017-11-29 00:00:00.000000000
"Só achamos estranho que a loja entrega a encomenda e não informa quem é o remetente.
Nos tempos atuais fica meio estranho, receber e não saber de onde ou de quem veio."|neutral|3|esporte lazer|olist-order|2017-09-10 00:00:00.000000000
"Chegou conforme o prometido, antes da data de entrega inclusive.
Obrigado"|positive|5|automotivo|olist-order|2018-04-25 00:00:00.000000000
Adega rústica e simples de montar. Excelente!|positive|5|utilidades domesticas|olist-order|2018-06-20 00:00:00.000000000
Produto chegou antes do previsto. Ótimo acabamento preço acessível, atendeu as expectativas com relação a treinamento .|positive|5|esporte lazer|olist-order|2017-04-18 00:00:00.000000000
Chegou bem embalado e serviu certinho no meu gol|positive|5|automotivo|olist-order|2018-02-22 00:00:00.000000000
Comprei o produto que queria por um preço bom e recebi dentro do prazo!!|positive|5|eletrodomesticos|olist-order|2018-05-24 00:00:00.000000000
Ocorreu tudo ok!|positive|5|telefonia|olist-order|2017-12-03 00:00:00.000000000
Loja excelente, mas o produto é nota ZERO. Nem fiz questão de tirar da embalagem. Joguei direto no lixo.|negative|1|informatica acessorios|olist-order|2017-04-20 00:00:00.000000000
Lençol e fronhas de ótima qualidade ,já lavei inclusive e não houve problemas na coloração ou encolhimento. Entrega feita antes do prazo.|positive|5|cama mesa banho|olist-order|2018-07-04 00:00:00.000000000
Recebi o produto. É de ótima qualidade. Só o cadeado que acompanha o produto que veio com defeito. |positive|4|papelaria|olist-order|2018-08-08 00:00:00.000000000
Eu comprei a primeira Bota e veio a numeração certa. Ela é muito confortável. Valeu a pena.|positive|4|automotivo|olist-order|2017-06-15 00:00:00.000000000
Ainda não recebi o que comprei |negative|2|cama mesa banho|olist-order|2017-07-19 00:00:00.000000000
produto conforme o especificado, mas a entrega via correios foi péssima, o produto levou quase um mês perdido até ser entregue...|neutral|3|instrumentos musicais|olist-order|2018-03-24 00:00:00.000000000
Só tenho a agradecer |positive|5|telefonia|olist-order|2018-06-20 00:00:00.000000000
o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou ! |neutral|3|cool stuff|olist-order|2017-08-27 00:00:00.000000000
"A loja superou as expectativas e entregou o produto nos primeiros dias, muito antes do final do prazo.
Rápido e eficiente."|positive|5|cool stuff|olist-order|2017-06-20 00:00:00.000000000
CHEGOU, NO PRAZO CERTO, TUDO CERTINHO.|positive|5|utilidades domesticas|olist-order|2017-09-28 00:00:00.000000000
Recomendo não comprar produtos que são entregue por outras empresas que não forem das lojas lannister.|negative|1|informatica acessorios|olist-order|2018-04-04 00:00:00.000000000
Muito satisfeita, chegou antes do prazo |positive|5|cool stuff|olist-order|2017-09-06 00:00:00.000000000
